,Unnamed: 0,Unnamed: 0.1,Post_ID,Comment,Likes,Comment_ID,Commenter_ID,created_time,keys
107,107,108,105314739733_10154480073229734,I enjoyed it with sound this time. Ty    Where is your Base at?  Ty for inviting me there but I don't drive anymore.  What a very sweet thing to do.  God Bless You All...... You will all for ever be in my Prayer's !,0,10154480073229734_10154480292659734,1.63401e+15,2016-07-04T00:42:52+0000,105314739733
108,108,109,105314739733_10154480073229734,Where is the beer truck,2,10154480073229734_10154480077294734,9.17908e+14,2016-07-04T00:42:52+0000,105314739733
109,109,110,105314739733_10154480073229734,Hoping to see my grandson Ian!,0,10154480073229734_10154480242799734,1.24922e+15,2016-07-04T00:42:52+0000,105314739733
110,110,111,105314739733_10154480073229734,Sound is good,0,10154480073229734_10154480110874734,1.01571e+16,2016-07-04T00:42:52+0000,105314739733
111,111,112,105314739733_10154480073229734,AHAHAHAHAHA that dude got kicked,0,10154480073229734_10154480082639734,9.17908e+14,2016-07-04T00:42:52+0000,105314739733
112,112,113,105314739733_10154480073229734,Enjoy!,0,10154480073229734_10154480147274734,1.01544e+16,2016-07-04T00:42:52+0000,105314739733
113,113,114,105314739733_10154480073229734,Marie Griep,0,10154480073229734_10154480418374734,1.33064e+15,2016-07-04T00:42:52+0000,105314739733
114,114,115,105314739733_10154480003994734,Rona Lyka Evangelista. Can we go?,0,10154480003994734_10154480065679734,1.13832e+15,2016-07-03T23:50:56+0000,105314739733
115,115,116,105314739733_10154479951569734,Pretty cool!,0,10154479951569734_10154481465844734,1.63401e+15,2016-07-03T23:48:05+0000,105314739733
116,116,117,105314739733_10154479951569734,Happy Fourth of July and Thank You For Your Service To Our Country!  God Bless You..............,0,10154479951569734_10154481470664734,1.63401e+15,2016-07-03T23:48:05+0000,105314739733
117,117,118,105314739733_10154474276984734,"That road guard is probably a CSM now, lol.",0,10154474276984734_10154479621079734,1.02069e+16,2016-07-03T19:00:00+0000,105314739733
